doc_id,arquivo,linha,turno,falante,rotulo_original,fornecedor,modelo,papel,palavras
P04,corpus/pesquisa-academica/P04-dg-tcc-st4h_parte-1-de-3.md,3590,23,ia,Gemini 3 Pro diz,google,Gemini 3 Pro,,523
P04,corpus/pesquisa-academica/P04-dg-tcc-st4h_parte-1-de-3.md,3645,24,ia,Claude Opus 4.7 diz,anthropic,Claude Opus 4.7,,1056
P04,corpus/pesquisa-academica/P04-dg-tcc-st4h_parte-1-de-3.md,3694,25,ia,Perplexity diz,perplexity,Perplexity,,765
P04,corpus/pesquisa-academica/P04-dg-tcc-st4h_parte-1-de-3.md,3779,26,ia,ChatGPT 5.2 diz,openai,ChatGPT 5.2,,1255
P04,corpus/pesquisa-academica/P04-dg-tcc-st4h_parte-1-de-3.md,3892,27,ia,Gemini 3 Pro diz,google,Gemini 3 Pro,,796
P04,corpus/pesquisa-academica/P04-dg-tcc-st4h_parte-1-de-3.md,3963,28,ia,Claude Opus 4.7 diz,anthropic,Claude Opus 4.7,,581
P04,corpus/pesquisa-academica/P04-dg-tcc-st4h_parte-1-de-3.md,3986,29,humano,Eu,,,,3
P04,corpus/pesquisa-academica/P04-dg-tcc-st4h_parte-1-de-3.md,3990,30,ia,Claude Opus 4.7 diz,anthropic,Claude Opus 4.7,,711
P04,corpus/pesquisa-academica/P04-dg-tcc-st4h_parte-1-de-3.md,4028,31,ia,Perplexity diz,perplexity,Perplexity,,621
P04,corpus/pesquisa-academica/P04-dg-tcc-st4h_parte-1-de-3.md,4096,32,ia,ChatGPT 5.2 diz,openai,ChatGPT 5.2,,789
P04,corpus/pesquisa-academica/P04-dg-tcc-st4h_parte-1-de-3.md,4159,33,ia,Gemini 3 Pro diz,google,Gemini 3 Pro,,812
P04,corpus/pesquisa-academica/P04-dg-tcc-st4h_parte-1-de-3.md,4246,34,ia,Claude Opus 4.7 diz,anthropic,Claude Opus 4.7,,547
P04,corpus/pesquisa-academica/P04-dg-tcc-st4h_parte-1-de-3.md,4266,35,humano,Eu,,,,49
P04,corpus/pesquisa-academica/P04-dg-tcc-st4h_parte-1-de-3.md,4270,36,ia,ChatGPT 5.2 Deep Guide diz,openai,ChatGPT 5.2,deep_guide,415
P04,corpus/pesquisa-academica/P04-dg-tcc-st4h_parte-1-de-3.md,4336,37,ia,Gemini 3 Pro Deep Guide diz,google,Gemini 3 Pro,deep_guide,420
P04,corpus/pesquisa-academica/P04-dg-tcc-st4h_parte-1-de-3.md,4395,38,ia,Claude Opus 4.7 diz,anthropic,Claude Opus 4.7,,2106
P04,corpus/pesquisa-academica/P04-dg-tcc-st4h_parte-1-de-3.md,4644,39,ia,Perplexity diz,perplexity,Perplexity,,625
P04,corpus/pesquisa-academica/P04-dg-tcc-st4h_parte-1-de-3.md,4735,40,ia,ChatGPT 5.2 Deep Guide diz,openai,ChatGPT 5.2,deep_guide,586
P04,corpus/pesquisa-academica/P04-dg-tcc-st4h_parte-1-de-3.md,4840,41,ia,Gemini 3 Pro Deep Guide diz,google,Gemini 3 Pro,deep_guide,736
P04,corpus/pesquisa-academica/P04-dg-tcc-st4h_parte-1-de-3.md,4940,42,ia,Claude Opus 4.7 diz,anthropic,Claude Opus 4.7,,2951
P04,corpus/pesquisa-academica/P04-dg-tcc-st4h_parte-1-de-3.md,5323,43,ia,Perplexity diz,perplexity,Perplexity,,330
P04,corpus/pesquisa-academica/P04-dg-tcc-st4h_parte-1-de-3.md,5364,44,ia,ChatGPT 5.2 Deep Guide diz,openai,ChatGPT 5.2,deep_guide,671
P04,corpus/pesquisa-academica/P04-dg-tcc-st4h_parte-1-de-3.md,5459,45,ia,Gemini 3 Pro Deep Guide diz,google,Gemini 3 Pro,deep_guide,663
P04,corpus/pesquisa-academica/P04-dg-tcc-st4h_parte-1-de-3.md,5551,46,ia,Claude Opus 4.7 diz,anthropic,Claude Opus 4.7,,4780
P04,corpus/pesquisa-academica/P04-dg-tcc-st4h_parte-1-de-3.md,6316,47,humano,Eu,,,,51
P04,corpus/pesquisa-academica/P04-dg-tcc-st4h_parte-1-de-3.md,6320,48,ia,ChatGPT 5.2 Deep Guide diz,openai,ChatGPT 5.2,deep_guide,301
P04,corpus/pesquisa-academica/P04-dg-tcc-st4h_parte-1-de-3.md,6351,49,humano,Eu,,,,21
P04,corpus/pesquisa-academica/P04-dg-tcc-st4h_parte-1-de-3.md,6359,50,ia,ChatGPT 5.2 Deep Guide diz,openai,ChatGPT 5.2,deep_guide,1727
P04,corpus/pesquisa-academica/P04-dg-tcc-st4h_parte-1-de-3.md,6903,51,ia,Gemini 3 Pro Deep Guide diz,google,Gemini 3 Pro,deep_guide,379
P04,corpus/pesquisa-academica/P04-dg-tcc-st4h_parte-1-de-3.md,6956,52,ia,Claude Opus 4.7 diz,anthropic,Claude Opus 4.7,,1473
P04,corpus/pesquisa-academica/P04-dg-tcc-st4h_parte-1-de-3.md,7178,53,ia,Perplexity diz,perplexity,Perplexity,,801
P04,corpus/pesquisa-academica/P04-dg-tcc-st4h_parte-1-de-3.md,7304,54,ia,ChatGPT 5.2 Deep Guide diz,openai,ChatGPT 5.2,deep_guide,1900
P04,corpus/pesquisa-academica/P04-dg-tcc-st4h_parte-1-de-3.md,7880,55,ia,Gemini 3 Pro Deep Guide diz,google,Gemini 3 Pro,deep_guide,386
P04,corpus/pesquisa-academica/P04-dg-tcc-st4h_parte-1-de-3.md,7932,56,ia,Claude Opus 4.7 diz,anthropic,Claude Opus 4.7,,865
P04,corpus/pesquisa-academica/P04-dg-tcc-st4h_parte-1-de-3.md,7991,57,ia,Perplexity diz,perplexity,Perplexity,,1315
P04,corpus/pesquisa-academica/P04-dg-tcc-st4h_parte-1-de-3.md,8118,58,ia,ChatGPT 5.2 Deep Guide diz,openai,ChatGPT 5.2,deep_guide,1068
P04,corpus/pesquisa-academica/P04-dg-tcc-st4h_parte-1-de-3.md,8263,59,ia,Gemini 3 Pro Deep Guide diz,google,Gemini 3 Pro,deep_guide,540
P04,corpus/pesquisa-academica/P04-dg-tcc-st4h_parte-1-de-3.md,8326,60,humano,Eu,,,,9
P04,corpus/pesquisa-academica/P04-dg-tcc-st4h_parte-1-de-3.md,8330,61,ia,Claude Opus 4.7 diz,anthropic,Claude Opus 4.7,,3570
P04,corpus/pesquisa-academica/P04-dg-tcc-st4h_parte-1-de-3.md,9058,62,humano,Eu,,,,53
P04,corpus/pesquisa-academica/P04-dg-tcc-st4h_parte-1-de-3.md,9062,63,ia,ChatGPT 5.2 Deep Guide diz,openai,ChatGPT 5.2,deep_guide,244
P04,corpus/pesquisa-academica/P04-dg-tcc-st4h_parte-1-de-3.md,9093,64,humano,Eu,,,,21
P04,corpus/pesquisa-academica/P04-dg-tcc-st4h_parte-1-de-3.md,9101,65,ia,ChatGPT 5.2 Deep Guide diz,openai,ChatGPT 5.2,deep_guide,1717
P04,corpus/pesquisa-academica/P04-dg-tcc-st4h_parte-1-de-3.md,9612,66,ia,Gemini 3 Pro Deep Guide diz,google,Gemini 3 Pro,deep_guide,486
P04,corpus/pesquisa-academica/P04-dg-tcc-st4h_parte-1-de-3.md,9674,67,ia,Claude Opus 4.7 diz,anthropic,Claude Opus 4.7,,244
P04,corpus/pesquisa-academica/P04-dg-tcc-st4h_parte-1-de-3.md,9688,68,humano,Eu,,,,19
P04,corpus/pesquisa-academica/P04-dg-tcc-st4h_parte-1-de-3.md,9692,69,ia,Claude Opus 4.7 diz,anthropic,Claude Opus 4.7,,2997
P04,corpus/pesquisa-academica/P04-dg-tcc-st4h_parte-1-de-3.md,10269,70,ia,Perplexity diz,perplexity,Perplexity,,611
P04,corpus/pesquisa-academica/P04-dg-tcc-st4h_parte-1-de-3.md,10347,71,ia,ChatGPT 5.2 Deep Guide diz,openai,ChatGPT 5.2,deep_guide,293
P04,corpus/pesquisa-academica/P04-dg-tcc-st4h_parte-1-de-3.md,10376,72,ia,Gemini 3 Pro Deep Guide diz,google,Gemini 3 Pro,deep_guide,541
P04,corpus/pesquisa-academica/P04-dg-tcc-st4h_parte-1-de-3.md,10455,73,ia,Claude Opus 4.7 diz,anthropic,Claude Opus 4.7,,542
P04,corpus/pesquisa-academica/P04-dg-tcc-st4h_parte-1-de-3.md,10486,74,ia,Perplexity diz,perplexity,Perplexity,,503
P04,corpus/pesquisa-academica/P04-dg-tcc-st4h_parte-1-de-3.md,10556,75,ia,ChatGPT 5.2 Deep Guide diz,openai,ChatGPT 5.2,deep_guide,1233
P04,corpus/pesquisa-academica/P04-dg-tcc-st4h_parte-1-de-3.md,10764,76,ia,Gemini 3 Pro Deep Guide diz,google,Gemini 3 Pro,deep_guide,676
P04,corpus/pesquisa-academica/P04-dg-tcc-st4h_parte-1-de-3.md,10828,77,humano,Eu,,,,7
P04,corpus/pesquisa-academica/P04-dg-tcc-st4h_parte-1-de-3.md,10832,78,ia,Claude Opus 4.7 diz,anthropic,Claude Opus 4.7,,3302
P04,corpus/pesquisa-academica/P04-dg-tcc-st4h_parte-1-de-3.md,11308,79,humano,Eu,,,,51
P04,corpus/pesquisa-academica/P04-dg-tcc-st4h_parte-2-de-3.md,19,80,ia,ChatGPT 5.2 Deep Guide diz,openai,ChatGPT 5.2,deep_guide,664
P04,corpus/pesquisa-academica/P04-dg-tcc-st4h_parte-2-de-3.md,131,81,humano,Eu,,,,21
P04,corpus/pesquisa-academica/P04-dg-tcc-st4h_parte-2-de-3.md,139,82,ia,ChatGPT 5.2 Deep Guide diz,openai,ChatGPT 5.2,deep_guide,2195
P04,corpus/pesquisa-academica/P04-dg-tcc-st4h_parte-2-de-3.md,795,83,ia,Gemini 3 Pro Deep Guide diz,google,Gemini 3 Pro,deep_guide,412
P04,corpus/pesquisa-academica/P04-dg-tcc-st4h_parte-2-de-3.md,844,84,ia,Claude Opus 4.7 diz,anthropic,Claude Opus 4.7,,433
P04,corpus/pesquisa-academica/P04-dg-tcc-st4h_parte-2-de-3.md,866,85,humano,Eu,,,,57
P04,corpus/pesquisa-academica/P04-dg-tcc-st4h_parte-2-de-3.md,872,86,ia,Claude Opus 4.7 diz,anthropic,Claude Opus 4.7,,1066
P04,corpus/pesquisa-academica/P04-dg-tcc-st4h_parte-2-de-3.md,1068,87,ia,Perplexity diz,perplexity,Perplexity,,1600
P04,corpus/pesquisa-academica/P04-dg-tcc-st4h_parte-2-de-3.md,1360,88,ia,ChatGPT 5.2 Deep Guide diz,openai,ChatGPT 5.2,deep_guide,1863
P04,corpus/pesquisa-academica/P04-dg-tcc-st4h_parte-2-de-3.md,2005,89,ia,Gemini 3 Pro Deep Guide diz,google,Gemini 3 Pro,deep_guide,731
P04,corpus/pesquisa-academica/P04-dg-tcc-st4h_parte-2-de-3.md,2141,90,ia,Claude Opus 4.7 diz,anthropic,Claude Opus 4.7,,406
P04,corpus/pesquisa-academica/P04-dg-tcc-st4h_parte-2-de-3.md,2165,91,ia,Perplexity diz,perplexity,Perplexity,,2533
P04,corpus/pesquisa-academica/P04-dg-tcc-st4h_parte-2-de-3.md,2725,92,ia,ChatGPT 5.2 Deep Guide diz,openai,ChatGPT 5.2,deep_guide,1907
P04,corpus/pesquisa-academica/P04-dg-tcc-st4h_parte-2-de-3.md,3414,93,ia,Gemini 3 Pro Deep Guide diz,google,Gemini 3 Pro,deep_guide,569
P04,corpus/pesquisa-academica/P04-dg-tcc-st4h_parte-2-de-3.md,3533,94,humano,Eu,,,,9
P04,corpus/pesquisa-academica/P04-dg-tcc-st4h_parte-2-de-3.md,3537,95,ia,Claude Opus 4.7 diz,anthropic,Claude Opus 4.7,,3365
P04,corpus/pesquisa-academica/P04-dg-tcc-st4h_parte-2-de-3.md,4354,96,humano,Eu,,,,48
P04,corpus/pesquisa-academica/P04-dg-tcc-st4h_parte-2-de-3.md,4358,97,ia,ChatGPT 5.2 Deep Guide diz,openai,ChatGPT 5.2,deep_guide,1325
P04,corpus/pesquisa-academica/P04-dg-tcc-st4h_parte-2-de-3.md,4678,98,ia,Gemini 3 Pro Deep Guide,google,Gemini 3 Pro,deep_guide,559
P04,corpus/pesquisa-academica/P04-dg-tcc-st4h_parte-2-de-3.md,4743,99,ia,Claude Opus 4.7 diz,anthropic,Claude Opus 4.7,,1723
P04,corpus/pesquisa-academica/P04-dg-tcc-st4h_parte-2-de-3.md,4973,100,ia,Perplexity diz,perplexity,Perplexity,,1038
P04,corpus/pesquisa-academica/P04-dg-tcc-st4h_parte-2-de-3.md,5107,101,ia,ChatGPT 5.2 Deep Guide diz,openai,ChatGPT 5.2,deep_guide,1352
P04,corpus/pesquisa-academica/P04-dg-tcc-st4h_parte-2-de-3.md,5369,102,ia,Gemini 3 Pro Deep Guide,google,Gemini 3 Pro,deep_guide,529
P04,corpus/pesquisa-academica/P04-dg-tcc-st4h_parte-2-de-3.md,5432,103,ia,Claude Opus 4.7 diz,anthropic,Claude Opus 4.7,,1615
P04,corpus/pesquisa-academica/P04-dg-tcc-st4h_parte-2-de-3.md,5700,104,ia,Perplexity diz,perplexity,Perplexity,,526
P04,corpus/pesquisa-academica/P04-dg-tcc-st4h_parte-2-de-3.md,5732,105,ia,ChatGPT 5.2 Deep Guide diz,openai,ChatGPT 5.2,deep_guide,1341
P04,corpus/pesquisa-academica/P04-dg-tcc-st4h_parte-2-de-3.md,6019,106,ia,Gemini 3 Pro Deep Guide,google,Gemini 3 Pro,deep_guide,560
P04,corpus/pesquisa-academica/P04-dg-tcc-st4h_parte-2-de-3.md,6078,107,ia,Claude Opus 4.7 diz,anthropic,Claude Opus 4.7,,1742
P04,corpus/pesquisa-academica/P04-dg-tcc-st4h_parte-2-de-3.md,6405,108,humano,Eu,,,,54
P04,corpus/pesquisa-academica/P04-dg-tcc-st4h_parte-2-de-3.md,6409,109,ia,ChatGPT 5.2 Deep Guide diz,openai,ChatGPT 5.2,deep_guide,1242
P04,corpus/pesquisa-academica/P04-dg-tcc-st4h_parte-2-de-3.md,6763,110,ia,Gemini 3 Pro Deep Guide diz,google,Gemini 3 Pro,deep_guide,481
P04,corpus/pesquisa-academica/P04-dg-tcc-st4h_parte-2-de-3.md,6821,111,ia,Claude Opus 4.7 diz,anthropic,Claude Opus 4.7,,2614
P04,corpus/pesquisa-academica/P04-dg-tcc-st4h_parte-2-de-3.md,7180,112,ia,Perplexity diz,perplexity,Perplexity,,686
P04,corpus/pesquisa-academica/P04-dg-tcc-st4h_parte-2-de-3.md,7237,113,ia,ChatGPT 5.2 Deep Guide diz,openai,ChatGPT 5.2,deep_guide,1616
P04,corpus/pesquisa-academica/P04-dg-tcc-st4h_parte-2-de-3.md,7651,114,ia,Gemini 3 Pro Deep Guide diz,google,Gemini 3 Pro,deep_guide,683
P04,corpus/pesquisa-academica/P04-dg-tcc-st4h_parte-2-de-3.md,7745,115,ia,Claude Opus 4.7 diz,anthropic,Claude Opus 4.7,,1083
P04,corpus/pesquisa-academica/P04-dg-tcc-st4h_parte-2-de-3.md,7792,116,humano,Eu,,,,44
P04,corpus/pesquisa-academica/P04-dg-tcc-st4h_parte-2-de-3.md,7798,117,ia,Claude Opus 4.7 diz,anthropic,Claude Opus 4.7,,3216
P04,corpus/pesquisa-academica/P04-dg-tcc-st4h_parte-2-de-3.md,8402,118,ia,ChatGPT 5.2 Deep Guide diz,openai,ChatGPT 5.2,deep_guide,1310
P04,corpus/pesquisa-academica/P04-dg-tcc-st4h_parte-2-de-3.md,8684,119,ia,Gemini 3 Pro Deep Guide diz,google,Gemini 3 Pro,deep_guide,859
P04,corpus/pesquisa-academica/P04-dg-tcc-st4h_parte-2-de-3.md,8769,120,ia,Claude Opus 4.7 diz,anthropic,Claude Opus 4.7,,1634
P04,corpus/pesquisa-academica/P04-dg-tcc-st4h_parte-2-de-3.md,9063,121,humano,Eu,,,,57
P04,corpus/pesquisa-academica/P04-dg-tcc-st4h_parte-2-de-3.md,9067,122,ia,ChatGPT 5.2 Deep Guide diz,openai,ChatGPT 5.2,deep_guide,1863
P04,corpus/pesquisa-academica/P04-dg-tcc-st4h_parte-2-de-3.md,9532,123,ia,Gemini 3 Pro Deep Guide diz,google,Gemini 3 Pro,deep_guide,389
P04,corpus/pesquisa-academica/P04-dg-tcc-st4h_parte-2-de-3.md,9573,124,ia,Claude Opus 4.7 diz,anthropic,Claude Opus 4.7,,1972
P04,corpus/pesquisa-academica/P04-dg-tcc-st4h_parte-2-de-3.md,9929,125,ia,Perplexity diz,perplexity,Perplexity,,1450
P04,corpus/pesquisa-academica/P04-dg-tcc-st4h_parte-2-de-3.md,10261,126,ia,ChatGPT 5.2 Deep Guide diz,openai,ChatGPT 5.2,deep_guide,370
P04,corpus/pesquisa-academica/P04-dg-tcc-st4h_parte-2-de-3.md,10298,127,ia,Gemini 3 Pro Deep Guide diz,google,Gemini 3 Pro,deep_guide,870
P04,corpus/pesquisa-academica/P04-dg-tcc-st4h_parte-2-de-3.md,10421,128,ia,Claude Opus 4.7 diz,anthropic,Claude Opus 4.7,,1644
P04,corpus/pesquisa-academica/P04-dg-tcc-st4h_parte-2-de-3.md,10715,129,ia,Perplexity diz,perplexity,Perplexity,,376
P04,corpus/pesquisa-academica/P04-dg-tcc-st4h_parte-2-de-3.md,10745,130,ia,ChatGPT 5.2 Deep Guide diz,openai,ChatGPT 5.2,deep_guide,242
P04,corpus/pesquisa-academica/P04-dg-tcc-st4h_parte-2-de-3.md,10772,131,ia,Gemini 3 Pro Deep Guide diz,google,Gemini 3 Pro,deep_guide,337
P04,corpus/pesquisa-academica/P04-dg-tcc-st4h_parte-2-de-3.md,10812,132,ia,Claude Opus 4.7 diz,anthropic,Claude Opus 4.7,,2300
P04,corpus/pesquisa-academica/P04-dg-tcc-st4h_parte-2-de-3.md,11467,133,humano,Eu,,,,50
P04,corpus/pesquisa-academica/P04-dg-tcc-st4h_parte-2-de-3.md,11473,134,ia,ChatGPT 5.6 Deep Guide diz,openai,ChatGPT 5.6,deep_guide,1655
P04,corpus/pesquisa-academica/P04-dg-tcc-st4h_parte-2-de-3.md,11800,135,ia,Claude Fable 5 Deep Guide diz,anthropic,Claude Fable 5,deep_guide,4485
P04,corpus/pesquisa-academica/P04-dg-tcc-st4h_parte-3-de-3.md,21,136,humano,Eu,,,,10504
P05,corpus/pesquisa-academica/P05-tcc-mba-usp_parte-1-de-3.md,21,1,humano,Eu,,,,23
P05,corpus/pesquisa-academica/P05-tcc-mba-usp_parte-1-de-3.md,25,2,ia,ChatGPT 5.6 diz,openai,ChatGPT 5.6,,2489
P05,corpus/pesquisa-academica/P05-tcc-mba-usp_parte-1-de-3.md,697,3,ia,Claude Fable 5,anthropic,Claude Fable 5,,2466
P05,corpus/pesquisa-academica/P05-tcc-mba-usp_parte-1-de-3.md,795,4,ia,ChatGPT 5.6 diz,openai,ChatGPT 5.6,,1087
P05,corpus/pesquisa-academica/P05-tcc-mba-usp_parte-1-de-3.md,868,5,ia,Claude Fable 5 diz,anthropic,Claude Fable 5,,1892
P05,corpus/pesquisa-academica/P05-tcc-mba-usp_parte-1-de-3.md,926,6,ia,ChatGPT 5.6 diz,openai,ChatGPT 5.6,,1408
P05,corpus/pesquisa-academica/P05-tcc-mba-usp_parte-1-de-3.md,1115,7,ia,Claude Fable 5 diz,anthropic,Claude Fable 5,,1312
P05,corpus/pesquisa-academica/P05-tcc-mba-usp_parte-1-de-3.md,1186,8,humano,Eu,,,,9
P05,corpus/pesquisa-academica/P05-tcc-mba-usp_parte-1-de-3.md,1190,9,ia,ChatGPT 5.6 diz,openai,ChatGPT 5.6,,756
P05,corpus/pesquisa-academica/P05-tcc-mba-usp_parte-1-de-3.md,1272,10,humano,Eu,,,,7
P05,corpus/pesquisa-academica/P05-tcc-mba-usp_parte-1-de-3.md,1276,11,ia,Claude Fable 5 diz,anthropic,Claude Fable 5,,568
P05,corpus/pesquisa-academica/P05-tcc-mba-usp_parte-1-de-3.md,1296,12,humano,Eu,,,,5
P05,corpus/pesquisa-academica/P05-tcc-mba-usp_parte-1-de-3.md,1300,13,ia,ChatGPT 5.6 diz,openai,ChatGPT 5.6,,1034
P05,corpus/pesquisa-academica/P05-tcc-mba-usp_parte-1-de-3.md,1430,14,humano,Eu,,,,5
P05,corpus/pesquisa-academica/P05-tcc-mba-usp_parte-1-de-3.md,1434,15,ia,Claude Opus 5 diz,anthropic,Claude Opus 5,,716
P05,corpus/pesquisa-academica/P05-tcc-mba-usp_parte-1-de-3.md,1463,16,humano,Eu,,,,8
P05,corpus/pesquisa-academica/P05-tcc-mba-usp_parte-1-de-3.md,1467,17,ia,ChatGPT 5.6 Prompt Instructor diz,openai,ChatGPT 5.6,prompt_instructor,1196
P05,corpus/pesquisa-academica/P05-tcc-mba-usp_parte-1-de-3.md,1610,18,humano,Eu,,,,10
P05,corpus/pesquisa-academica/P05-tcc-mba-usp_parte-1-de-3.md,1614,19,ia,Claude Opus 5 diz,anthropic,Claude Opus 5,,888
P05,corpus/pesquisa-academica/P05-tcc-mba-usp_parte-1-de-3.md,1654,20,humano,Eu,,,,480
P05,corpus/pesquisa-academica/P05-tcc-mba-usp_parte-1-de-3.md,1744,21,ia,ChatGPT 5.6 Prompt Instructor diz,openai,ChatGPT 5.6,prompt_instructor,1173
P05,corpus/pesquisa-academica/P05-tcc-mba-usp_parte-1-de-3.md,1863,22,humano,Eu,,,,7
P05,corpus/pesquisa-academica/P05-tcc-mba-usp_parte-1-de-3.md,1869,23,ia,Claude Opus 5 diz,anthropic,Claude Opus 5,,788
P05,corpus/pesquisa-academica/P05-tcc-mba-usp_parte-1-de-3.md,1914,24,humano,Eu,,,,277
P05,corpus/pesquisa-academica/P05-tcc-mba-usp_parte-1-de-3.md,1951,25,humano,Eu,,,,254
P05,corpus/pesquisa-academica/P05-tcc-mba-usp_parte-1-de-3.md,2007,26,ia,Claude 5 Opus diz,anthropic,Claude 5 Opus,,556
P05,corpus/pesquisa-academica/P05-tcc-mba-usp_parte-1-de-3.md,2035,27,humano,Eu,,,,1036
P05,corpus/pesquisa-academica/P05-tcc-mba-usp_parte-1-de-3.md,2281,28,humano,Eu,,,,652
P05,corpus/pesquisa-academica/P05-tcc-mba-usp_parte-1-de-3.md,2465,29,ia,Claude Opus 5 diz,anthropic,Claude Opus 5,,702
P05,corpus/pesquisa-academica/P05-tcc-mba-usp_parte-1-de-3.md,2499,30,humano,Eu,,,,656
P05,corpus/pesquisa-academica/P05-tcc-mba-usp_parte-1-de-3.md,2585,31,ia,ChatGPT 5.6 diz,openai,ChatGPT 5.6,,746
P05,corpus/pesquisa-academica/P05-tcc-mba-usp_parte-1-de-3.md,2676,32,humano,Eu,,,,123
P05,corpus/pesquisa-academica/P05-tcc-mba-usp_parte-1-de-3.md,2708,33,ia,Claude Opus 5 diz,anthropic,Claude Opus 5,,557
P05,corpus/pesquisa-academica/P05-tcc-mba-usp_parte-1-de-3.md,2736,34,humano,Eu,,,,5
P05,corpus/pesquisa-academica/P05-tcc-mba-usp_parte-1-de-3.md,2740,35,ia,ChatGPT 5.6 diz,openai,ChatGPT 5.6,,789
P05,corpus/pesquisa-academica/P05-tcc-mba-usp_parte-1-de-3.md,2849,36,humano,Eu,,,,7
P05,corpus/pesquisa-academica/P05-tcc-mba-usp_parte-1-de-3.md,2855,37,ia,Claude Opus 5 diz,anthropic,Claude Opus 5,,692
P05,corpus/pesquisa-academica/P05-tcc-mba-usp_parte-1-de-3.md,2895,38,humano,Eu,,,,6
P05,corpus/pesquisa-academica/P05-tcc-mba-usp_parte-1-de-3.md,2899,39,ia,ChatGPT 5.6 diz,openai,ChatGPT 5.6,,915
P05,corpus/pesquisa-academica/P05-tcc-mba-usp_parte-1-de-3.md,3009,40,humano,Eu,,,,5
P05,corpus/pesquisa-academica/P05-tcc-mba-usp_parte-1-de-3.md,3013,41,ia,Claude Opus 5 diz,anthropic,Claude Opus 5,,1042
P05,corpus/pesquisa-academica/P05-tcc-mba-usp_parte-1-de-3.md,3087,42,humano,Eu,,,,72
P05,corpus/pesquisa-academica/P05-tcc-mba-usp_parte-1-de-3.md,3105,43,ia,ChatGPT 5.6 diz,openai,ChatGPT 5.6,,599
P05,corpus/pesquisa-academica/P05-tcc-mba-usp_parte-1-de-3.md,3208,44,humano,Eu,,,,461
P05,corpus/pesquisa-academica/P05-tcc-mba-usp_parte-1-de-3.md,3326,45,ia,Claude Opus 5 diz,anthropic,Claude Opus 5,,1040
P05,corpus/pesquisa-academica/P05-tcc-mba-usp_parte-1-de-3.md,3402,46,humano,Eu,,,,3
P05,corpus/pesquisa-academica/P05-tcc-mba-usp_parte-1-de-3.md,3406,47,ia,ChatGPT 5.6 diz,openai,ChatGPT 5.6,,1192
P05,corpus/pesquisa-academica/P05-tcc-mba-usp_parte-1-de-3.md,3549,48,ia,Claude Opus 5 diz,anthropic,Claude Opus 5,,688
P05,corpus/pesquisa-academica/P05-tcc-mba-usp_parte-1-de-3.md,3587,49,humano,Eu,,,,4
P05,corpus/pesquisa-academica/P05-tcc-mba-usp_parte-1-de-3.md,3591,50,ia,ChatGPT 5.6 diz,openai,ChatGPT 5.6,,416
P05,corpus/pesquisa-academica/P05-tcc-mba-usp_parte-1-de-3.md,3639,51,humano,Eu,,,,1376
P05,corpus/pesquisa-academica/P05-tcc-mba-usp_parte-1-de-3.md,3855,52,ia,Claude Opus 5 diz,anthropic,Claude Opus 5,,1337
P05,corpus/pesquisa-academica/P05-tcc-mba-usp_parte-1-de-3.md,3923,53,ia,ChatGPT 5.6 diz,openai,ChatGPT 5.6,,1275
P05,corpus/pesquisa-academica/P05-tcc-mba-usp_parte-1-de-3.md,4092,54,humano,Eu,,,,925
P05,corpus/pesquisa-academica/P05-tcc-mba-usp_parte-1-de-3.md,4232,55,ia,Claude Opus 5 diz,anthropic,Claude Opus 5,,1278
P05,corpus/pesquisa-academica/P05-tcc-mba-usp_parte-1-de-3.md,4292,56,humano,Eu,,,,5987
P05,corpus/pesquisa-academica/P05-tcc-mba-usp_parte-1-de-3.md,4890,57,ia,ChatGPT 5.6 diz,openai,ChatGPT 5.6,,1275
P05,corpus/pesquisa-academica/P05-tcc-mba-usp_parte-1-de-3.md,5026,58,humano,Eu,,,,370
P05,corpus/pesquisa-academica/P05-tcc-mba-usp_parte-1-de-3.md,5112,59,ia,Claude Opus 5 diz,anthropic,Claude Opus 5,,1368
P05,corpus/pesquisa-academica/P05-tcc-mba-usp_parte-1-de-3.md,5158,60,ia,ChatGPT 5.6 diz,openai,ChatGPT 5.6,,1399
P05,corpus/pesquisa-academica/P05-tcc-mba-usp_parte-1-de-3.md,5273,61,ia,Claude Opus 5 diz,anthropic,Claude Opus 5,,1587
P05,corpus/pesquisa-academica/P05-tcc-mba-usp_parte-1-de-3.md,5408,62,ia,ChatGPT 5.6 diz,openai,ChatGPT 5.6,,877
P05,corpus/pesquisa-academica/P05-tcc-mba-usp_parte-1-de-3.md,5456,63,ia,Claude Opus 5 diz,anthropic,Claude Opus 5,,1700
P05,corpus/pesquisa-academica/P05-tcc-mba-usp_parte-1-de-3.md,5594,64,ia,ChatGPT 5.6 diz,openai,ChatGPT 5.6,,1008
P05,corpus/pesquisa-academica/P05-tcc-mba-usp_parte-1-de-3.md,5712,65,ia,Claude Opus 5 diz,anthropic,Claude Opus 5,,1930
P05,corpus/pesquisa-academica/P05-tcc-mba-usp_parte-1-de-3.md,5855,66,ia,ChatGPT 5.6 diz,openai,ChatGPT 5.6,,502
P05,corpus/pesquisa-academica/P05-tcc-mba-usp_parte-1-de-3.md,5893,67,ia,Claude Opus 5 diz,anthropic,Claude Opus 5,,1749
P05,corpus/pesquisa-academica/P05-tcc-mba-usp_parte-1-de-3.md,6033,68,ia,ChatGPT 5.6 diz,openai,ChatGPT 5.6,,342
